,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
1471,A20212,We should abolish the right to keep and bear arms,in favor of,Arms are very bad for the whole of society when they are in the hands of bad persons. giving anyone the right to keep and bear arms puts society in danger,Arms are very bad for the whole of society when they are in the hands of bad persons. giving anyone the right to keep and bear arms puts society in danger in favor of We should abolish the right to keep and bear arms,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1472,A20213,We should introduce compulsory voting,against,people should be allowed to not vote as a way to protest the government,people should be allowed to not vote as a way to protest the government against We should introduce compulsory voting,"['Self-direction: thought', 'Self-direction: action', 'Achievement', 'Power: dominance']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,A20216,We should ban whaling,against,it is not fair to ban whaling whilst allowing farming of cows and sheep for meat. one animals' life should not be valued higher than another.,it is not fair to ban whaling whilst allowing farming of cows and sheep for meat. one animals' life should not be valued higher than another. against We should ban whaling,"['Self-direction: action', 'Universalism: concern', 'Universalism: nature', 'Universalism: tolerance', 'Universalism: objectivity']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1474,A20220,We should adopt a zero-tolerance policy in schools,against,"people make mistakes and should be given a second chance.  a zero-tolerance policy in school would not teach the student a lesson, it would just rid the school of the problem.","people make mistakes and should be given a second chance.  a zero-tolerance policy in school would not teach the student a lesson, it would just rid the school of the problem. against We should adopt a zero-tolerance policy in schools","['Conformity: rules', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1475,A20221,We should abandon the use of school uniform,in favor of,School uniforms have no positive effect on academic achievement.,School uniforms have no positive effect on academic achievement. in favor of We should abandon the use of school uniform,"['Achievement', 'Benevolence: caring', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1476,A20222,We should subsidize student loans,in favor of,"Able students are afraid to continue education due to the prohibitive cost of loans, these students could be the answer to curing cancer etc. We need to ensure no one misses out because of cost.","Able students are afraid to continue education due to the prohibitive cost of loans, these students could be the answer to curing cancer etc. We need to ensure no one misses out because of cost. in favor of We should subsidize student loans","['Achievement', 'Power: resources', 'Security: personal', 'Universalism: concern']",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1477,A20223,We should ban algorithmic trading,against,algorithmic trading allows computers to make predictions based on far more data than a human could handle. this means that more money is likely to be made for share holders.,algorithmic trading allows computers to make predictions based on far more data than a human could handle. this means that more money is likely to be made for share holders. against We should ban algorithmic trading,"['Achievement', 'Power: resources']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,A20225,We should subsidize space exploration,in favor of,the future of mankind may depend on the ability to travel in space,the future of mankind may depend on the ability to travel in space in favor of We should subsidize space exploration,"['Stimulation', 'Achievement', 'Universalism: concern', 'Universalism: tolerance', 'Universalism: objectivity']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1479,A20226,We should subsidize student loans,against,"tax payers, many of which have not been to school themselves, should not have to pay for any elses student loans.","tax payers, many of which have not been to school themselves, should not have to pay for any elses student loans. against We should subsidize student loans","['Self-direction: action', 'Power: resources', 'Security: personal', 'Universalism: concern']",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1480,A20227,We should abolish capital punishment,against,"serious crimes deserve serious punishment. at it's simplest level, 'an eye for an eye' is still a compelling argument for criminal justice.","serious crimes deserve serious punishment. at it's simplest level, 'an eye for an eye' is still a compelling argument for criminal justice. against We should abolish capital punishment","['Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1481,A20228,We should stop the development of autonomous cars,against,people that can not drive will be able to go wherever they want.,people that can not drive will be able to go wherever they want. against We should stop the development of autonomous cars,"['Self-direction: action', 'Stimulation', 'Hedonism', 'Security: personal', 'Benevolence: caring', 'Universalism: concern']",0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1482,A20231,We should adopt a multi-party system,against,a multi-party system weakens speed of decision making and ensures no progress is made so we should not adopt it.,a multi-party system weakens speed of decision making and ensures no progress is made so we should not adopt it. against We should adopt a multi-party system,"['Self-direction: thought', 'Self-direction: action', 'Face', 'Security: societal', 'Tradition', 'Conformity: rules']",1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1483,A20232,We should adopt a multi-party system,against,a multi-party system would be too confusing,a multi-party system would be too confusing against We should adopt a multi-party system,"['Security: personal', 'Security: societal', 'Tradition', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
1484,A20233,We should abolish intellectual property rights,against,people working hard to invite something and should be awarded for it.,people working hard to invite something and should be awarded for it. against We should abolish intellectual property rights,"['Self-direction: thought', 'Achievement', 'Power: resources', 'Benevolence: dependability', 'Universalism: concern']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1485,A20234,We should ban the Church of Scientology,in favor of,the church of scientology is nothing more then a cult that brachurch of scientologyinwashes people.,the church of scientology is nothing more then a cult that brachurch of scientologyinwashes people. in favor of We should ban the Church of Scientology,"['Self-direction: thought', 'Security: personal', 'Benevolence: caring', 'Benevolence: dependability']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1486,A20235,We should subsidize embryonic stem cell research,in favor of,we should subsidize embryonic stem cell research because we can learn so much from it.,we should subsidize embryonic stem cell research because we can learn so much from it. in favor of We should subsidize embryonic stem cell research,"['Self-direction: thought', 'Achievement', 'Security: personal', 'Benevolence: caring', 'Universalism: objectivity']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1487,A20236,We should adopt a zero-tolerance policy in schools,against,each case needs to be reviewed independently and punishments then established.,each case needs to be reviewed independently and punishments then established. against We should adopt a zero-tolerance policy in schools,"['Benevolence: caring', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
1488,A20239,We should abolish safe spaces,in favor of,safe spaces are endorsing segregation instead of engouraging debate,safe spaces are endorsing segregation instead of engouraging debate in favor of We should abolish safe spaces,"['Self-direction: thought', 'Security: personal', 'Humility', 'Universalism: tolerance', 'Universalism: objectivity']",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1489,A20240,We should abolish the three-strikes laws,against,the three-strikes law is effective at deterring many petty criminals from continuing on their path and should be allowed to stay on the books.,the three-strikes law is effective at deterring many petty criminals from continuing on their path and should be allowed to stay on the books. against We should abolish the three-strikes laws,"['Security: societal', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1490,A20241,We should ban whaling,against,whaling is an important source of food for native americans who near the artic circle and because of this we should allow a  certain amount of whaling.,whaling is an important source of food for native americans who near the artic circle and because of this we should allow a  certain amount of whaling. against We should ban whaling,"['Security: personal', 'Tradition', 'Benevolence: caring', 'Universalism: nature']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1491,A20243,We should prohibit school prayer,in favor of,Many students do not believe in prayer and school prayer should be stopped because it does infringe on other students' rights not to pray.,Many students do not believe in prayer and school prayer should be stopped because it does infringe on other students' rights not to pray. in favor of We should prohibit school prayer,"['Self-direction: thought', 'Self-direction: action', 'Tradition']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1492,A20246,We should introduce compulsory voting,against,compulsory voting takes away an individual's right to their own mind,compulsory voting takes away an individual's right to their own mind against We should introduce compulsory voting,"['Self-direction: thought', 'Self-direction: action', 'Universalism: tolerance']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1493,A20247,We should subsidize embryonic stem cell research,in favor of,providing more funding from goverment to speed up embryonic stem cell research can only be for the benefit of the public's health.,providing more funding from goverment to speed up embryonic stem cell research can only be for the benefit of the public's health. in favor of We should subsidize embryonic stem cell research,"['Security: personal', 'Benevolence: caring', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1494,A20248,We should ban factory farming,against,factory farming provides us with all the food we take for granted,factory farming provides us with all the food we take for granted against We should ban factory farming,"['Power: resources', 'Security: personal', 'Humility', 'Universalism: objectivity']",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1495,A20250,We should oppose collectivism,in favor of,collectivism too often causes the individual to suffer needlessly,collectivism too often causes the individual to suffer needlessly in favor of We should oppose collectivism,"['Self-direction: thought', 'Self-direction: action', 'Security: personal']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1496,A20252,We should cancel pride parades,in favor of,"being lgbt is against many large religions, people should not be forced to witness such parades because of such.","being lgbt is against many large religions, people should not be forced to witness such parades because of such. in favor of We should cancel pride parades","['Tradition', 'Conformity: rules']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1497,A20253,We should adopt atheism,in favor of,"atheism would be good for our country, less conflicts","atheism would be good for our country, less conflicts in favor of We should adopt atheism","['Self-direction: thought', 'Security: societal', 'Universalism: concern', 'Universalism: tolerance', 'Universalism: objectivity']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1498,A20255,We should adopt gender-neutral language,in favor of,i think that we should adopt gender-neutral language because a best comunication,i think that we should adopt gender-neutral language because a best comunication in favor of We should adopt gender-neutral language,"['Conformity: interpersonal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1499,A20256,We should abolish safe spaces,against,everyone needs a place where they feel safe,everyone needs a place where they feel safe against We should abolish safe spaces,"['Hedonism', 'Security: societal', 'Conformity: interpersonal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: nature']",0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
1500,A20260,We should ban telemarketing,against,"under any circumstance, telemarketing is a source of employment for many people. banning it will result to tens of thousands losing their jobs.","under any circumstance, telemarketing is a source of employment for many people. banning it will result to tens of thousands losing their jobs. against We should ban telemarketing","['Self-direction: action', 'Achievement', 'Security: personal']",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1501,A20261,We should subsidize space exploration,in favor of,space exploratin gives us an advantage over other countries such as satellite usage to target enemy combatants and nuclear arsenals.,space exploratin gives us an advantage over other countries such as satellite usage to target enemy combatants and nuclear arsenals. in favor of We should subsidize space exploration,"['Achievement', 'Power: dominance', 'Security: societal', 'Universalism: concern']",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1502,A20263,We should ban targeted killing,against,"by using targeted killing the government can potentially save hundreds of lives, for example if a terrorist is targeted.","by using targeted killing the government can potentially save hundreds of lives, for example if a terrorist is targeted. against We should ban targeted killing","['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1503,A20264,We should abolish safe spaces,in favor of,safe spaces don't really serve a beneficial purpose. they don't solve any issues and instead attract a target on to those others may feel are weak or inferior. they cause more harm than good.,safe spaces don't really serve a beneficial purpose. they don't solve any issues and instead attract a target on to those others may feel are weak or inferior. they cause more harm than good. in favor of We should abolish safe spaces,"['Achievement', 'Conformity: rules', 'Humility', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1504,A20265,We should subsidize journalism,against,the subsidies could be used on other primary production methods which are very much likely to help boost the economy,the subsidies could be used on other primary production methods which are very much likely to help boost the economy against We should subsidize journalism,"['Achievement', 'Power: resources', 'Benevolence: caring']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1505,A20266,We should ban fast food,in favor of,fast food is bad for children and is extremely poor quality,fast food is bad for children and is extremely poor quality in favor of We should ban fast food,"['Security: personal', 'Conformity: rules', 'Benevolence: caring', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1506,A20267,We should legalize organ trade,in favor of,legalizing organ trade would alleviate the shortage of organ donations that the medical system constantly faces.,legalizing organ trade would alleviate the shortage of organ donations that the medical system constantly faces. in favor of We should legalize organ trade,"['Security: personal', 'Benevolence: caring']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1507,A20271,We should limit judicial activism,against,sometimes a case has extenuating circumstances that would require a judge to make a different ruling.,sometimes a case has extenuating circumstances that would require a judge to make a different ruling. against We should limit judicial activism,"['Security: societal', 'Conformity: rules', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1
1508,A20273,We should fight for the abolition of nuclear weapons,against,"the united states, at least, needs nuclear weapons for protection in order to deter other countries from attacking.","the united states, at least, needs nuclear weapons for protection in order to deter other countries from attacking. against We should fight for the abolition of nuclear weapons","['Achievement', 'Power: dominance', 'Security: personal', 'Security: societal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1
1509,A20274,We should ban factory farming,against,factory farming is the only way to meet the high demand for meat.,factory farming is the only way to meet the high demand for meat. against We should ban factory farming,"['Self-direction: action', 'Achievement', 'Power: resources', 'Security: personal', 'Benevolence: caring', 'Universalism: objectivity']",0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1510,A20277,We should abolish zoos,in favor of,it is inhumane to keep animals in cages for our entertainment. they need to be in their natural habitat in order to thrive instead of zoos.,it is inhumane to keep animals in cages for our entertainment. they need to be in their natural habitat in order to thrive instead of zoos. in favor of We should abolish zoos,['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1511,A20283,We should legalize organ trade,in favor of,legalizing the organ trade will help to save the lives of large numbers of people that current don't have access to organs they need to stay alive,legalizing the organ trade will help to save the lives of large numbers of people that current don't have access to organs they need to stay alive in favor of We should legalize organ trade,"['Achievement', 'Security: personal', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1512,A20284,We should ban targeted killing,in favor of,"an approval of selective killings can trigger a war between the community, that's why i do not support selective assassinations","an approval of selective killings can trigger a war between the community, that's why i do not support selective assassinations in favor of We should ban targeted killing","['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1513,A20285,We should adopt a multi-party system,in favor of,"In a multi-party system, minority needs are better catered to.","In a multi-party system, minority needs are better catered to. in favor of We should adopt a multi-party system","['Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1514,A20288,We should ban the Church of Scientology,in favor of,"the church has engaged in harassment against detractors and former members and promotes dangerous ideas about mental health, homosexuality and child-rearing","the church has engaged in harassment against detractors and former members and promotes dangerous ideas about mental health, homosexuality and child-rearing in favor of We should ban the Church of Scientology","['Self-direction: thought', 'Security: personal', 'Security: societal', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: concern']",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
1515,A20289,We should end the use of economic sanctions,against,economic sanctions allow countries to try to curb bad behavior short of war.,economic sanctions allow countries to try to curb bad behavior short of war. against We should end the use of economic sanctions,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1516,A20290,We should adopt a multi-party system,against,"a multi party system is too volatile, there's no stability and no consistency","a multi party system is too volatile, there's no stability and no consistency against We should adopt a multi-party system","['Security: societal', 'Tradition', 'Conformity: rules', 'Humility']",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
1517,A20291,We should ban telemarketing,in favor of,telemarketing because it upsets people to always have them calling and also they are usually rude,telemarketing because it upsets people to always have them calling and also they are usually rude in favor of We should ban telemarketing,"['Self-direction: action', 'Security: personal', 'Security: societal', 'Conformity: interpersonal', 'Benevolence: caring', 'Universalism: concern']",0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
1518,A20292,We should abolish intellectual property rights,against,"we should keep intellectual property rights because if a person came up with an idea, they should receive credit for it no matter what the circumstances are, it is only fair.","we should keep intellectual property rights because if a person came up with an idea, they should receive credit for it no matter what the circumstances are, it is only fair. against We should abolish intellectual property rights","['Self-direction: thought', 'Self-direction: action', 'Achievement', 'Power: resources', 'Face', 'Security: personal', 'Universalism: objectivity']",1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
1519,A20293,We should ban the Church of Scientology,against,"people are allowed to believe and practice what they want, we can't pick and choose, so no, we can't ban it.","people are allowed to believe and practice what they want, we can't pick and choose, so no, we can't ban it. against We should ban the Church of Scientology","['Self-direction: thought', 'Self-direction: action', 'Tradition', 'Universalism: concern', 'Universalism: tolerance']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1520,A20294,We should ban fast food,against,"fast food should not be banned as it is comforting, allows for social events and interaction and is enjoyed by many","fast food should not be banned as it is comforting, allows for social events and interaction and is enjoyed by many against We should ban fast food","['Self-direction: action', 'Hedonism', 'Face', 'Security: personal']",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1521,A20295,We should adopt atheism,in favor of,we should adopt atheism because religion is the root of all the wars that have happened and would stop so much fighting in th world.,we should adopt atheism because religion is the root of all the wars that have happened and would stop so much fighting in th world. in favor of We should adopt atheism,"['Self-direction: action', 'Security: personal', 'Security: societal', 'Universalism: concern', 'Universalism: objectivity']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1522,A20296,We should adopt an austerity regime,against,"austerity regimes hid the poor and dependent sections of society disproportionally hard, and they are those least able to withstand such reductions in spending.","austerity regimes hid the poor and dependent sections of society disproportionally hard, and they are those least able to withstand such reductions in spending. against We should adopt an austerity regime","['Power: resources', 'Security: personal', 'Universalism: concern']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1523,A20297,We should ban cosmetic surgery for minors,against,"it is everybody's right to have cosmetic surgery those that want it, including children, should have access","it is everybody's right to have cosmetic surgery those that want it, including children, should have access against We should ban cosmetic surgery for minors","['Self-direction: action', 'Universalism: concern', 'Universalism: objectivity']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1524,A20298,We should ban cosmetic surgery,in favor of,so many people are getting elective surgery and having complications later.,so many people are getting elective surgery and having complications later. in favor of We should ban cosmetic surgery,"['Security: personal', 'Humility', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1525,A20300,We should abolish the right to keep and bear arms,in favor of,"america far and away has the highest gun related homicides of any developed nation, to say nothing of the multiple mass shootings per year.","america far and away has the highest gun related homicides of any developed nation, to say nothing of the multiple mass shootings per year. in favor of We should abolish the right to keep and bear arms","['Security: societal', 'Conformity: rules']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1526,A20301,We should cancel pride parades,against,pride parades are essential for gay youth trying to navigate their sexuality. they give support where they may have none and send the message that being yourself is acceptable.,pride parades are essential for gay youth trying to navigate their sexuality. they give support where they may have none and send the message that being yourself is acceptable. against We should cancel pride parades,"['Self-direction: action', 'Face', 'Security: personal', 'Humility', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance']",0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0
1527,A20303,We should adopt libertarianism,in favor of,libertarianism maximizes personal freedom and frees people from the inherent debt and tyranny of big government.,libertarianism maximizes personal freedom and frees people from the inherent debt and tyranny of big government. in favor of We should adopt libertarianism,"['Self-direction: thought', 'Self-direction: action', 'Security: personal']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1528,A20304,We should ban human cloning,in favor of,"human cloning will end up with individuals who only exist as a means to an end, which is deeply unethical.","human cloning will end up with individuals who only exist as a means to an end, which is deeply unethical. in favor of We should ban human cloning","['Security: societal', 'Conformity: rules', 'Universalism: concern', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1529,A20305,We should adopt a multi-party system,against,too much parties are dangerous for cohesion.,too much parties are dangerous for cohesion. against We should adopt a multi-party system,"['Security: personal', 'Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1530,A20306,We should subsidize Wikipedia,in favor of,wikipedia is an inexhaustible source of knowledge and we must take care of it,wikipedia is an inexhaustible source of knowledge and we must take care of it in favor of We should subsidize Wikipedia,"['Self-direction: thought', 'Achievement', 'Universalism: objectivity']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1531,A20307,We should abolish the three-strikes laws,in favor of,three strikes is too many and dangerous criminals will be on the loose again too quickly.,three strikes is too many and dangerous criminals will be on the loose again too quickly. in favor of We should abolish the three-strikes laws,"['Power: dominance', 'Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1532,A20308,We should abolish capital punishment,in favor of,Capital punishment denies due process by making it impossible for new evidence or good behavior to change the sentence.,Capital punishment denies due process by making it impossible for new evidence or good behavior to change the sentence. in favor of We should abolish capital punishment,"['Benevolence: caring', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1533,A20310,We should ban fast food,in favor of,fast food is leading to an obesity epidemic and a health crisis.,fast food is leading to an obesity epidemic and a health crisis. in favor of We should ban fast food,"['Security: personal', 'Security: societal']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1534,A20311,We should abolish intellectual property rights,against,creative work is just as important as physical work and authors should be compensated,creative work is just as important as physical work and authors should be compensated against We should abolish intellectual property rights,"['Self-direction: thought', 'Achievement', 'Power: resources', 'Face']",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1535,A20312,We should subsidize Wikipedia,in favor of,wikipedia is an amazing resource that just about everyone uses.  if it were to disappear many people would lose out.  subsidizing it would be beneficial to all.,wikipedia is an amazing resource that just about everyone uses.  if it were to disappear many people would lose out.  subsidizing it would be beneficial to all. in favor of We should subsidize Wikipedia,"['Achievement', 'Power: dominance', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1536,A20313,We should ban fast food,in favor of,fast food is unhealthy and causes obesity,fast food is unhealthy and causes obesity in favor of We should ban fast food,"['Security: personal', 'Security: societal']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1537,A20315,We should ban targeted killing,in favor of,targeted killing should be banned as it is no more than assassination which has always been regarded as cowardly and underhand,targeted killing should be banned as it is no more than assassination which has always been regarded as cowardly and underhand in favor of We should ban targeted killing,"['Achievement', 'Conformity: rules', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1538,A20316,We should ban human cloning,in favor of,"human cloning is not good for humanity, less for evolution","human cloning is not good for humanity, less for evolution in favor of We should ban human cloning","['Self-direction: thought', 'Security: societal', 'Humility', 'Universalism: nature']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1539,A20317,We should subsidize Wikipedia,against,wikipedia is a private entity and is responsible for their own costs,wikipedia is a private entity and is responsible for their own costs against We should subsidize Wikipedia,"['Self-direction: action', 'Security: personal', 'Benevolence: dependability', 'Universalism: concern']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1540,A20318,We should abolish the right to keep and bear arms,in favor of,there are too many incidents of people getting shot either by accident or because people shoot first and ask questions later or even people suddenly becoming unhinged and going on shooting sprees.,there are too many incidents of people getting shot either by accident or because people shoot first and ask questions later or even people suddenly becoming unhinged and going on shooting sprees. in favor of We should abolish the right to keep and bear arms,"['Security: personal', 'Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
1541,A20319,We should legalize prostitution,against,Prostitution promotes the repression of women by men. Legalizing prostitution condones such behavior.,Prostitution promotes the repression of women by men. Legalizing prostitution condones such behavior. against We should legalize prostitution,"['Face', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1542,A20320,We should ban factory farming,in favor of,it's unethical on the animals and just down right cruel,it's unethical on the animals and just down right cruel in favor of We should ban factory farming,"['Conformity: rules', 'Benevolence: caring', 'Benevolence: dependability', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
1543,A20322,We should end the use of economic sanctions,against,if a government is doing something wrong like apartheid we should not be trading with them as it shows support for that behaviour.,if a government is doing something wrong like apartheid we should not be trading with them as it shows support for that behaviour. against We should end the use of economic sanctions,"['Power: dominance', 'Face', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1544,A20323,We should ban telemarketing,in favor of,telemarketing is an annoyance.  allowing people to bother you by calling unsolicited is a nuisance and should be eliminated.,telemarketing is an annoyance.  allowing people to bother you by calling unsolicited is a nuisance and should be eliminated. in favor of We should ban telemarketing,"['Self-direction: action', 'Security: personal', 'Conformity: interpersonal']",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1545,A20324,We should subsidize Wikipedia,against,"there is not a bottomless well of money to pay for everything, resources like wikipedia should be paid fr by advertisers or by introducing paid for levels of membership to have access to the whole site.","there is not a bottomless well of money to pay for everything, resources like wikipedia should be paid fr by advertisers or by introducing paid for levels of membership to have access to the whole site. against We should subsidize Wikipedia","['Self-direction: action', 'Power: resources', 'Security: personal', 'Universalism: concern']",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1546,A20325,We should legalize cannabis,against,legalization of marijuana will create a huge industry that utilizes people for profit and targets children,legalization of marijuana will create a huge industry that utilizes people for profit and targets children against We should legalize cannabis,"['Power: dominance', 'Security: personal', 'Conformity: rules', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1547,A20328,We should adopt gender-neutral language,in favor of,gender-neutral language would show we respect peoples choices.,gender-neutral language would show we respect peoples choices. in favor of We should adopt gender-neutral language,"['Face', 'Conformity: rules', 'Conformity: interpersonal', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
1548,A20330,We should limit judicial activism,against,judicial activism will bring forth new interpretations of the constitution and advance our society,judicial activism will bring forth new interpretations of the constitution and advance our society against We should limit judicial activism,"['Self-direction: thought', 'Achievement', 'Universalism: tolerance', 'Universalism: objectivity']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
